1449	theirs_has	PC-S299-LEDGER-REVERIFY-SIGPIPE-FALSE-ABSENT
1543	theirs_has	PC-S299-READOPT-DOSSIER-RENDERS-REASON-EMPTY
1571	theirs_has	PC-S299-UPSTREAM-SHIPS-TWO-REVIEW-VERDICT-VOCABULARIES
1597	theirs_has	PC-S299-LEDGER-REVERIFY-MISATTRIBUTES-ABSORBING-VERSION
1622	manual	PC-S299-PREPUSH-NONREPRODUCING-FAIL
1757	manual	PC-S303-UNREGISTERED-DRIFT-SCANS-FIVE-OF-TEN-CORE-SUBTREES
1862	manual	PC-S298-WAIT-FOR-DELIVERABLE-NO-PROGRESS-EVIDENCE
1977	manual	PC-S304-APPLY-SH-RESTAMPS-BEFORE-THE-WORKLIST-IS-DONE
2028	NO-RECEIPT	4b. Operator-steerability audit, then flow-log rotation (Rule 29 / Rule 25(c))
2101	manual	PC-S307-MACHINE-AUDITS-IS-A-CHILD-OF-4A-SO-EVERY-4A-SHADOW-SWALLOWS-IT
2170	sh	PC-S308-SELF-UPDATE-INSTALLS-THE-VALIDATOR-THAT-BLOCKS-ITS-OWN-PUSH
2231	theirs_has	PC-S311-ENTRY-SWALLOWED-DETAIL-EMITS-A-LITERAL-BACKSLASH-U-ESCAPE-SO-A-VERBATIM-PASTE-FAILS-VERIFY
2306	theirs_lacks	PC-S312-RETRO-REPLAY-HARNESS-NOT-ABSORBED-BY-DRIVABILITY
2341	theirs_lacks	PC-S312-SPRINT-STATUS-CHECK-STORIES-COVERS-ONE-FIELD-OF-FIVE
2372	theirs_has	PC-S312-TRUNK-PUSH-DECLINES-TO-POLICE-THE-TRUNK
2411	sh	PC-S312-PROTECTED-CORE-PATHS-STAYS-RETIRED
2436	sh	PC-S312-MUTATION-RED-ANCHOR-STAYS-RETIRED
2465	sh	PC-S312-STRAY-SCAN-ARM-STAYS-RETIRED
2492	sh	PC-S312-STRAYS-DOES-NOT-NORMALIZE-AN-ABSOLUTE-PATH
2546	sh	PC-S312-S239-1-HARDENING-CALLS-PRE-RELOCATION-PATHS
2576	sh	PC-S312-FIXTURE-PROVENANCE-ARM-HAS-NO-LIVE-DRIVER
2598	sh	PC-S312-EXPECTED-VALIDATORS-WORD-SPLIT-EXCLUDES-FLAGS
2630	sh	PC-S312-PR-CLASS-TEST-A6-A7-ARE-UNREACHABLE
2655	sh	PC-S312-FIX-FORWARD-CLASS-GATES-ON-NO-VALIDATOR
2680	manual	PC-S300-CYCLE-STATE-RESOLVED-UNREACHABLE-FOR-A-STALLED-TERMINAL-PASS
2785	manual	PC-S300-RESOLUTION-RECORD-CITATION-CANNOT-OUTLIVE-ITS-SESSION
2957	theirs_lacks	PC-S313-LEDGER-ROTATE-SPLITS-AN-ENTRY-AT-A-BOLD-ANNOTATION
3018	sh	PC-S314-PRECLASSIFY-BUCKETS-A-MODE-ONLY-CHANGE-AS-UPSTREAM-ONLY-SO-THE-SELF-UPDATE-CANNOT-TERMINATE
3088	theirs_lacks	PC-S315-EMIT-REPORT-REGION-OMITS-THREE-MANDATED-DETECTORS
3145	sh	PC-S316-LEDGER-REVERIFY-DOES-NOT-NORMALIZE-CONSUMER-TO-AN-ABSOLUTE-PATH
3190	sh	PC-S316-ABSORPTION-DETECTOR-JOINS-ONLY-ON-NUMBERED-ANCHORS
3244	sh	PC-S316-LEDGER-REVERIFY-EXITS-0-SILENTLY-ON-AN-UNREADABLE-LEDGER-PATH
3287	theirs_has	PC-S302-ADJUDICATION-RERUN-BASE-DISARMS-LC-A1
3336	manual	PC-S314-APPLY-SH-OVERWRITES-ITSELF-MID-RUN-UNDER-DEFER
3375	manual	PC-S314-NO-DETECTOR-CLAIMS-A-LAYER-FILE-CITING-A-PATH-THE-PULL-JUST-RETIRED
3413	manual	PC-S318-SELF-UPDATE-SLICE-CANNOT-CARRY-THE-FIXTURE-FIX-THAT-UNBLOCKS-ITS-OWN-PUSH
3464	manual	PC-S319-SUBJECT-DIGEST-IS-UNREADABLE-ONCE-ITS-OWN-ROW-STOPS-BLOCKING
3507	manual	PC-S328-NAMED-UPSTREAM-JOINS-ON-THE-FULL-SLUG-WHILE-UPSTREAM-CITES-THE-SHORT-ID
3595	theirs_has	PC-S329-NAMED-UPSTREAM-DETAIL-INSTRUCTS-THE-CLOSE-ITS-OWN-STATUS-FORBIDS
3647	theirs_has	PC-S330-LEDGER-ROTATE-STUCK-SET-CONTRADICTS-THE-SKIP-RULE-IT-CITES
3719	manual	PC-S302-FIXTURE-SUITE-POOL-PRODUCES-AN-UNREPRODUCIBLE-FAIL-AND-THE-EVIDENCE-IS-DELETED-WITH-THE-TEMP-DIR
3749	manual	PC-S302-RETIRED-LAYER-CONTRACT-READS-CLEAN-OVER-TWO-REAL-POSITIVES
3787	manual	PC-S302-HARD-BLOCKERS-HAS-NO-POST-APPLY-GUARD
3828	theirs_has	PC-S303-EFFORT-BINDING-COMMANDS-A-SLASH-COMMAND-THAT-RESOLVES-TO-NOTHING
3881	theirs_lacks	PC-S330-PREPUSH-LEAKS-GIT_DIR-INTO-EVERY-FIXTURE-SANDBOX
3918	theirs_has	PC-S330-STEP-2-HAS-NO-DISPOSITION-FOR-A-CONSUMER-MODIFIED-MACHINERY-PATH
3980	manual	PC-S330-A-CONTRADICTS-CORE-VERDICT-EXPIRES-LIKE-A-READING-AND-STOPS-BEING-SURFACED
4052	sh	PC-S333-SETTINGS-MERGE-CHECK-READS-AN-EMPTY-TEMPLATE-AS-A-VERDICT
4096	theirs_has	PC-S333-SKILL-RENDERS-THE-THEIRS-REF-UNQUOTED-AND-ZSH-EATS-IT
4153	NO-RECEIPT	PC-S303-BUDGET-SCRIPT-PASS-LINE-UNCONDITIONAL
4184	NO-RECEIPT	PC-S303-RETRO-NO-CLOSE-RECORD-FOR-RESET-OR-ABANDONED-SPRINTS
4216	NO-RECEIPT	PC-S303-POSTCOMPACT-RECOVERY-MANDATE-HAS-NO-STATED-EXCEPTION
4258	manual	PC-S331-APPLY-SH-CO-EMITS-READOPT-AND-RETIRE-FOR-ONE-SUBJECT-AS-IF-BOTH-WERE-OWED
4313	NO-RECEIPT	PC-S303-BUDGET-CHECK-EVIDENCE-FIND-PICKS-A-STALE-GATE-LOG
