387	CLOSE-NARROWED	Headline confirmed (anchored counting form in retro.md:635-637 and all three seeders, confirmed BY LINE not by a shared-list grep). SURVIVING SUB-CLAIM named exactly: the parenthetical at ledger.md:410. Diffed the three legend blocks at HEAD - pause.sh alone defines BACKOFF as "stop_hook_active was true; loop prevention engaged" vs continue/acknowledge's "rapid-fire stop attempts detected; stall confirmed"; pause.sh alone documents PAUSE_SKIPPED; acknowledge.sh omits the whole retro-guidance block. Header is seeded only into an absent-or-empty log, so WHICH HOOK FIRES FIRST decides the sprint's legend. NEVER FILED: no entry in pin OR archive (control: "legend" matches 7 lines in ledger.md, 0 in archive, all 7 inside this entry). A clean close DELETES THE SOLE WRITTEN RECORD of a live defect
553	CLOSE-CONFIRMED	FALSIFIED survives and hardest where it was meant to break. The premise was ALREADY FALSE AT THE TREE THE ENTRY NAMES AS ITS OWN RE-VERIFICATION BASE: git show "f4845a9:...gate-validation.md" carries the sentence at :146 and :1530 (control: 43 CHECK_LOADED markers in the same blob). Landed b7112d7 2026-07-15, SIX DAYS BEFORE the filing. The re-verification missed it mechanically: the predicate anchors on "solo-evaluat", a hyphenation THE FILING INVENTED, while core spells it "inline-evaluating". RULING ON THE SLIVER: stays FALSIFIED. (1) the sliver is not the entry's observed subject - the observation is the NO-DISPATCH case, which Check 26 catches fail-closed. (2) the sliver is the remedy THE ENTRY EXPLICITLY REFUSED as FP-prone. (3) FALSIFIED not ALREADY-FIXED is right, because the text predates the filing
610	CLOSE-NARROWED	Duplicate relation and survivor direction BOTH HOLD (pin:612's merge: field routes 610 OUT into the 2026-07-20 entry; 177 live at HEAD - rule-authoring.md:15 with zero carve-out, SKILL.md Rule 18 at :615 likewise, its only "carve-out" hit at :347 being an unrelated security grant). CLAUSE (c) IS FALSE: 610 carries FOUR items absent from 177, including THE ONLY MECHANICAL VERIFY ANCHOR EITHER ENTRY HAS (theirs_lacks rule-authoring.md "stable identifier"). 177 is verify: manual and its own body says "No mechanical anchor was derivable". Retiring 610 DELETES the merged defect's only mechanical anchor permanently. HAZARD: 177 carries a RECIPROCAL duplicate declaration naming 610 as the survivor - an adjudicator reading 177 alone has the same textual grounds to close IT into 610. The pair is one careless pass from vanishing. Close 610 ONLY as part of an APPLIED merge
638	CLOSE-CONFIRMED	gate-validation.md:1679-1687 gives arm B a named release ("Nothing to re-issue" / "Recording the count IS the release" / DECIDED_AUTONOMOUSLY or HARD_BLOCK); :1688-1690 restates the entry's own claim as the defect fixed. Control both directions: a9e6c81^ blob has the Check 25 heading (1) and lacks "Nothing to re-issue" (0); at a9e6c81 the count is 1; VERSION 0.111.0. Looked deliberately for a buried sub-claim, found none. CORRECTION: a9e6c81 is dated the day AFTER the filing, so this is an INDEPENDENT upstream fix, not a pre-existing one
687	REFUTED	THE PREMISE WAS TRUE AT THE FILING BASE AND FOR TWO RELEASES AFTER. core/fixtures/snapshot-evidence-cell/run.sh:9-24 records the path IN CORE'S OWN WORDS: Check 14's verdict was SELF-REPORTED and nothing could tell a run from a non-run. v0.118.0 found 12 consecutive Check 14 rows whose evidence cell read "-". At gate story-20260722T014002Z - THE FILING DATE - the cell read PASS while the snapshot measured 126% before and 212% after, validator exit 1 at both. THAT is how 519% arose. Closable as ALREADY-FIXED at v0.118.0 + v0.123.0, NEVER as FALSIFIED - recording FALSIFIED retires a TRUE finding as a filer error
715	REFUTED	THE ABSENCE CLAIM SEARCHED CORE FOR THE FILER'S WORD. Re-probe over core/ + templates/ with a control in the same invocation: "determination"=0 BUT "nothing to check"=14 and "N/A"=12 (control: deploy-validate=90). deploy-validate.md:292 - INSIDE THE VERY FILE THE CLOSE SEARCHED - mandates "- Visual verification: PASSED / N/A" in the Production Validation Checkpoint, an N/A disposition owed for Step 4 EVEN WHEN STEP 4'S POPULATION IS EMPTY. Second instance at :118-120. The close's second leg partly holds: the entry overstates its population roughly 4:1, so NARROW to Step 4 - but it is not falsified
728	CLOSE-CONFIRMED	RAN the shipping is_harness_origin against the CONSUMER'S OWN CAPTURED PROMPT BODY (real task-notification block) -> HARNESS, pause SKIPPED. Controls both ways: operator prose -> RAISED; a prompt MENTIONING <task-notification> mid-sentence -> RAISED (anchoring holds); <teammate-message -> SKIPPED (positive control the schema is read). Entry's premise FALSE against ground truth: 0 occurrences of "[SYSTEM NOTIFICATION" in 126812 bytes of captured prompts (control: 217 "## " headers, 6 "<task-notification"). Entry's own repro dead: PAUSE_SKIPPED = 29 + 91 archived, every one attributed to a schema prefix, 0 HARNESS_ORIGIN_UNRESOLVED
821	CLOSE-CONFIRMED	The requirement was REPLACED, not deleted. gate-validation.md:1746-1750 "The map is the trace from check -> fixture"; all five checks the entry named resolve to fixtures in enforcement-map.yaml (control: 24 and 27, the entry's two survivors, also bound). I24 asserts BOTH directions - errors if the H1 span restates a fixture path AND if a map-bound fixture is absent from disk. Recorded reason: the old hand-list named 7 checks while the map bound 11, so four shipped fixtures H1 could not see. The entry's own verify: one-liner now exits 0 FOREVER because it tests for prose upstream explicitly forbids - do not inherit that receipt
1069	REFUTED	Both facts the close cites are TRUE and NEITHER REACHES THE HEADLINE. The pointer loop at :464-486 runs for requires_context-only blocks but resolves the ARTIFACT and the ANCHOR, never the BULLET TEXT. Title clause byte-for-byte unchanged at HEAD. The re-anchored receipt reproduces: grep -cF 'is never byte-matched' = 1 (control: claims_checked = 7), theirs_has exit 0 = STILL REPRODUCES by the ledger's own convention. CORRECT DISPOSITION IS RETIRE-ON-RULING, NOT ALREADY-FIXED - upstream shipped a reasoned EXEMPTION at :496-503, and the entry's own re-anchor note reserves that outcome. Calling it ALREADY-FIXED tells the next reader a byte-match shipped; none did
1125	CLOSE-CONFIRMED	Attacked the site the close did NOT check. The entry cites TWO sites; the close blamed only one. Both conditional at HEAD and by DIFFERENT commits: :150-154 (93e05d3) and :349-356 (b7e0539e, NOT 93e05d3) incl. AI_DLC_CI_SURFACE/ALIAS_TABLE and an explicit VACUOUS exit 78. Neither site asserts the file exists. Verdict survives; ATTRIBUTION INCOMPLETE - the close credits one commit for work two did. Also the entry's verify: names a path absent at HEAD, so its agreement with the close is NOT independent evidence
1240	REFUTED	FIX IS STORY-SCOPED; THE ENTRY'S SUBJECT IS A BLOCK. Ran the shipping script on 4 seeded stories: (A) lone zero-bullet block no citation -> "PASS - NOTHING VERIFIED"; (B) verified + zero-bullet -> ORDINARY PASS; (C) LONE zero-bullet block carrying one full_text_source -> ORDINARY PASS "1 block(s), 1 claim(s) verified" BYTE-SHAPE IDENTICAL TO B which really did byte-verify; (D) zero-bullet + requires_context -> ORDINARY PASS, the conjunction guard does not fire. claims_checked/pointers_checked init at :409-410 OUTSIDE the block loop at :435, so :605 fires only when the WHOLE STORY verified nothing. The entry's condition is NOT EXPRESSIBLE by the fix. f866f96's own subject is the load-pointer/anchor-window fix - adjacent, not this
1254	CLOSE-CONFIRMED	SUB-CLAIM REFUTED, and the refutation was the wrong instrument rather than wrong evidence. Every figure above reproduces: core ships no validate-retro-prereq.sh, and "CHECK 4: PASS" appears exactly once, at the emitter. The conclusion does not follow. core/fixtures/mandatory-rules-skip-accounting/run.sh:144 STUBS the prereq validator (printf exit 0) and its arm A asserts the summary "Sprint 900: all 6 checks passed" at rc 0, which Check 4 can only reach through the PASS branch. BEHAVIOURAL PROOF, not a grep: mutating validate-mandatory-rules.sh:233 to "if false" makes the PASS branch unreachable and the fixture reports FIXTURE ERROR with arms A, B and D falling to []/1 and Check4_DEPLOY_VALIDATE named; unmutated control in the same session, PASS (10 assertions). A grep for the emitted text is the wrong instrument twice over -- renaming "CHECK 4: PASS" to a mutant token kills NOTHING, because the fixture asserts the summary line, not the per-check line. So the PASS branch runs on every suite run. Clean close; the receipt anchor is present at validate-mandatory-rules.sh:55, making it a CLOSE-CANDIDATE by its own predicate.
1305	CLOSE-CONFIRMED	Attacked at the entry's own cited sha and could not break it. git show "46aa98a:core/team-roles/pm.md" carries the clause under Responsibilities; control in the same invocation grep -ci acceptance = 5, THE EXACT VALUE THE ENTRY REPORTS AS ITS OWN POSITIVE CONTROL. Introduced 6dd9cff, merge-base --is-ancestor 6dd9cff 46aa98a = YES, so it predates the entry's re-measurement. Present at HEAD and in the CONSUMER's installed copy. The entry's 0 was a false zero pinned to its choice of search wording. Secondary surface (stories-test-strategy.md, 0 hits, control acceptance=16) NAMED but not held as a survivor - the entry's own revision staked itself on pm.md alone, and a second copy of a PM-lens rule in a step file is the restatement mechanism-design.md forbids
1406	CLOSE-CONFIRMED	Pair check run; the shared premise IS refuted and PC-S303 is RETAINED not deleted, so the pointer resolves to an informative body. Did NOT accept I12's review as evidence - TESTED the fixtures reason's falsifiable clause in shipping code: preclassify.sh map_consumer() maps core/fixtures/* and core/scripts/* regardless of the drift-scan roots, and the M branch at :309-312 files BOTH-CHANGED->CLASSIFY when ours != base and ours != theirs. So the silent-overwrite harm CANNOT occur. 1406's two roots are a STRICT SUBSET of PC-S303's five, so no scope lost. NOTE: I12's own arm header records that the fixtures exemption's ORIGINAL reason was FALSE and was rewritten - which is why the CURRENT reason was tested rather than cited. Bookkeeping: FALSIFIED would be more robust than DUPLICATE-OF here
1449	CLOSE-NARROWED	Headline SIGPIPE fix REAL: all_present() is a here-string at ledger-reverify.sh:441; 6/6 identical verdicts on a 145309-byte file vs the three-verdicts-in-four-runs the entry measured. Parser defect (2) "first directive wins" also genuinely closed - probed an entry with two receipts, emitted [receipt 1/2] and [receipt 2/2], nothing lost. SURVIVING SUB-CLAIM - defect (1): a bold bullet silently SPLITS an entry and nothing reports it. Upstream deliberately did NOT re-key the entry-shape rule (says so at :1035-1045) and shipped ENTRY-SWALLOWED instead, which fires ONLY when the bold span ends in a COLON. Probe on a three-entry synthetic ledger: PC-PROBE-SPLIT-NO-COLON emitted NO row under its own id - its receipt was attributed to the label "False CLOSE-CANDIDATE", VERBATIM ONE OF THE TWO LABELS THIS ENTRY RECORDS BEING SPLIT UNDER - and NO ENTRY-SWALLOWED row. Controls same run: a clean entry emitted under its own id, and the colon form DID emit ENTRY-SWALLOWED
1543	CLOSE-NARROWED	fm_block() fixes | and > ONLY - it enters block mode on /^[|>][0-9]*[-+]?$/ and everything else takes "print v; exit". Ran the dossier against the consumer's four reason-carrying overrides: the two using block scalars render many lines (THE CONTROL proving the reader works) while ci-gates-enforcement-surface.md renders 1 LINE OF 36 and tea__consumer-drift.md renders 1 OF 19, cut mid-sentence after a trailing comma. Both are multi-line PLAIN scalars. The first is worse: its one surviving line reads as A COMPLETE REASON. Separately :422 pipes through head -20 with NO ELLIPSIS, so the two block-scalar overrides are silently clipped at 20 of 124 and 20 of 95
1597	REFUTED	REPRODUCES AT HEAD, with a live probe. :844/:873 pass $sub (the UNSPLIT run, including its internal quote characters) to absorbed_at() while the presence test uses the newline-split $subs - so a MULTI-SUBSTRING receipt hands git log -S a literal that matches nothing and takes the SILENT $TV fallback. Both rows from ONE invocation over 67fd4e8..HEAD on lib.sh: the single-substring entry got "absorbed this at 0.151.1" (CORRECT - the control proving the derivation works); the two-substring entry over THE SAME FILE AND SAME COMMIT got "upstream absorbed this at 0.372.0 ... annotate ADOPTED UPSTREAM (v0.372.0, verified <date>)". 221 RELEASES WRONG, written into a permanent provenance annotation. Population non-empty: pin/ledger.md:3134 carries a live three-substring receipt
1757	CLOSE-CONFIRMED	BOTH inferences verified with probes AND controls. I12 fires on a seeded unclassified subtree ("FAIL: core/newsubtree/ has no drift-scan policy row"; control: 0 I12 rows on the unmodified copy). preclassify buckets an edited fixture BOTH-CHANGED->CLASSIFY (control: untouched copy -> UPSTREAM-ONLY), and apply.sh:345 routes *CLASSIFY* to a WORKLIST item with NO WRITE. The only writer, overwrite_from_theirs, is reached solely on UPSTREAM-ONLY/-ADD which REQUIRE ours == base. The case named in the brief (upstream did not modify the file) produces no diff row at all. NO DESTRUCTION PATH FOUND
1862	CLOSE-NARROWED	Headline fixed and I FAILED TO BREAK IT THREE WAYS (flag repeatable, progress sampled per beat, said on stdout, CALLER INSTRUCTED at SKILL.md:1599/1611/1615 so it is not an inert feature, bounded grant deliberate with its own fixture case and a killed cap mutant). The proposed attack fails on the entry's OWN TEXT - it ASKED for an opt-in flag, so an opt-in flag cannot be the refutation. SURVIVING SUB-CLAIM: recurrence #2 (non-sleeping siblings) reproduces THROUGH THE NEW GRANT PATH. wait-for-deliverable.sh:455 gates progress sampling on MAY_SLEEP=1 while the exhaustion arm at :460 is UNGATED, so a chained sibling reaches :478 with PROGRESSED forced to 0. Natural repro, sole variable = whether a prior invocation ran in the same shell: chained rc=1 NON-DELIVERY 1 PROGRESS 0; solo CONTROL on the identical seeded tree rc=0 NON-DELIVERY 0 PROGRESS 1. Rule 20 turns that rc=1 into a RE-DISPATCH OF A LIVE TEAMMATE. Worse twice: the GRANTSPENT note also requires PROGRESSED=1 so the lead gets a BARE non-delivery, and the re-arm advice is suppressed because the flag is already set. ZERO FIXTURE COVERAGE - the fixture's beat helper runs each case in its own subshell so NO CASE EVER HAS A SIBLING
2028	CLOSE-CONFIRMED	Structural claim INDEPENDENTLY VERIFIED by fence parity, measured not inherited: archive span 2045-2093 has 5 fences (ODD, so the last is unclosed); live fragment 2028-2099 has 5 (odd, and its FIRST is a CLOSER). They sum even - one fence split across two files. Stronger than parity, they JOIN AT CONTENT: archive:2093 is the command "sed -n 573p ...retro.md" and live:2028 is literally that command's OUTPUT. Narrowing is real but does NOT justify CLOSE-NARROWED: both of the entry's own instances delegate to a heading, the NR>1 exclusion IS the measured FP fix (1 of 13 driven to zero) guarded by its own arm, and the tail's SHARPER sub-claim ships as a SEPARATE arm the entry never asked for
2170	CLOSE-CONFIRMED	The attack fails ON MEASUREMENT: self-update-gate.sh:325's regex over the shipped hook yields NINE basenames incl. validate-layer-entries.sh - the hook invokes it LITERALLY, not through a variable. The entry's measured rc_cur=0/rc_new=1 lands on the DEFER arm at :407-409. Fixture PASSes 26/26 incl. the exact defer case and a mutant proving the differential is what buys it. CARRY FORWARD: the entry's own verify predicate returns exit 0 "STILL OPEN" at HEAD and ALWAYS WILL (count 1, control token self-update = 30). Its closing sentence is LITERALLY STILL TRUE - upstream took a STRONGER route than either shape it proposed, DERIVING the whole blocking set rather than naming one script. Close MANUALLY
2680	CLOSE-CONFIRMED	The attack is UNCONSTRUCTIBLE because the two conditions are THE SAME CONDITION: :958-960 and :986 use the identical predicate, so below the threshold STALL_LIVE is 0, arm E never fires, and the emit block's stall branch is never taken - there is no STALLED state for RESOLVED to be unreachable from. Fixture PASSes 80/80 with stalled-resolved RESOLVED/0, an OVER-FIRE CONTROL (stalled-record-invalid STALLED/3), and a killed mutant on the stall call site. Closing buries nothing - the successor defect is filed SEPARATELY at pin:2785 and its arm is still red by design
3145	CLOSE-CONFIRMED	RAN THE ENTRY'S OWN DIFFERENTIAL at HEAD: "." vs the absolute root, same refs, same ledger -> 107 rows each, 0 DIFFERING LINES. The entry reproduced 1 inverted row; it now reproduces 0. Normalization at :176-177 is downstream of EVERY read of $CONSUMER - the only two occurrences at or above :177 are the assignment and the normalization (control: 32 occurrences file-wide). Symlink attack FAILS: a symlinked root moves 22 lines but 0 status+entry keys (STILL-LIVE 53=53, CLOSE-CANDIDATE 3=3) - the 22 are the root string rendered into DETAIL text, not a verdict flip, so pwd vs pwd -P does not re-open it
3190	CLOSE-NARROWED	Headline genuinely fixed: the unnumbered arm at :1502-1575 is a SEPARATE if, not gated by the ext_anchors guard, and the weaker status DOES reach the report (emit-report.sh:230 denylist has exactly ONE member, EXTENSION-OK). Live run against graph emits 3 rows. Coverage measured with the shipping harvesters lifted verbatim: 11 of 37 entries carry anchors, 26 carry none, 23 of those 26 now reachable. SURVIVING SUB-CLAIM: 3 registered entries remain OUTSIDE THE DETECTOR ENTIRELY - bug-investigation-domain.md, research-requirements-domain.md, pm-domain.md, each with 0 markdown headings (control: gate-validation-push.md has 10) - AND NOTHING SAYS SO. The status vocabulary has no NOT-CHECKED member (control: 21 emit sites, 14 statuses), so the entry's OWN named remedy - make the silence legible - is unimplemented. LIVE INSTANCE: pm-domain.md's frontmatter records core v0.288.0 absorbing both its bullets near-verbatim, FOUND BY HAND, on a file the detector still cannot see
3244	CLOSE-CONFIRMED	Ran ALL FOUR caller-error shapes against a scratch consumer (control: correct invocation = 107 rows). Swapped args - THE ENTRY'S EXACT REPRODUCTION - now returns 1 INPUT-UNRESOLVED row instead of 0 rows of silence. arg-5 a directory: caught. arg-5 bogus: caught. consumer a file: caught. Two shapes still return 0 rows rc=0 (empty arg-5 file; a directory holding no ledger at the default path) - NEITHER is the entry's claim, and the second is enumerated as out of reach at :223-227 and is by construction indistinguishable from the genuine no-ledger case the entry itself says must stay silent
3287	CLOSE-CONFIRMED	Ran layer-drift.sh against graph TWICE, same tree. Degenerate (base==theirs): 37 EXTENSION-OK + 1 DRIFT-RANGE-DEGENERATE, 0 EXTENSION-HOOK-DRIFT. Real range: 4 EXTENSION-HOOK-DRIFT + 1 EXTENSION-ANCHOR-DRIFT - THE CONTROL that the differential can see the range-keyed arms. THE LC-O15 ATTACK FAILS BY MEASUREMENT: OVERRIDE-SUPERSEDED emits 1 row in BOTH runs, so it is not range-keyed, was never disarmed, and needed no restoring. --adjudicated-codes returns the live set, so the reader SKILL.md points at instead of a hand-list is real. No other unqualified "pass theirs as the base" instruction survives under core/skills/ai-dlc-update/ (control: 127 "base" hits in SKILL.md alone)
3336	CLOSE-CONFIRMED	Re-derived MECHANICALLY rather than by grep shape: extracted EVERY redirect target in apply.sh via an awk pass (the obvious grep would have dropped six real write sites - caught and redone). Six real targets, all .incoming/_tmp + mv. Control same invocation: 11 >&2 lines matched, so the extractor was live. No git merge-file anywhere. self_replaced set at :251 INSIDE overwrite_from_theirs, reported at :385 AFTER phase 1's two call sites and before the other two, neither of which can carry apply.sh's own path - so the report cannot be outrun. The -ef INODE compare rather than a string compare is the difference between this firing and being the repo's usual dead check
3375	CLOSE-NARROWED	Headline instance IS closed: W11/LC-R4 arm 2 fires on the entry's exact path and the arm's own header names the report that produced it. SURVIVING SUB-CLAIM verbatim from the body: "retired-layer-contract.sh emitted zero rows for the whole run, so a retired PATH is not among the shapes it treats as a retired contract." STILL TRUE - shapes_of()/tokens_of() at :81-89 extract ONLY labelled directives and {token} placeholders, and the header declares what it does not catch. Nothing derives retired paths from the base->theirs diff. W11's corpus is bounded to FOUR declared scan roots, so a core path retired outside them and cited in a consumer layer file is claimed by nothing. Upstream built a GRAMMAR check with a hand-declared corpus, not a diff-derived one
3464	CLOSE-NARROWED	Your attack answered DECISIVELY in upstream's favour - the site is adj_digest, not the ADJUDICATED code set, so all 12 keyed subjects list; upstream measured the exact 1-of-12 a code-set listing would have produced. SURVIVING SUB-CLAIM: the entry names TWO carriers of the bad instruction and only ONE was repaired. SKILL.md's half fixed at :1270-1279; THE SCHEMA'S HALF WAS NOT - layer-adjudication-register.json:29 still reads "Copied verbatim from the blocking row" and :5 likewise. grep -c list-adjudications on that file = 0 (control same invocation: "blocking row" = 3). git log 67b4b15..HEAD on it is EMPTY. It SHIPS to .claude/schemas/, so the artifact a consumer opens while writing a register record still names the blocking row as the only source
3507	CLOSE-NARROWED	Headline IS fixed with a positive control (the entry's own instance PC-S327 gets 0 slug hits, 3 prefix hits, oldest = the release that fixed it). SURVIVING SUB-CLAIM verbatim from the entry's OWN prescribed fix: "anchored (PC-S[0-9]+) so it cannot match a longer unrelated number". :387 is git log -F --grep - a fixed SUBSTRING search with NO anchoring. MEASURED on the live PC-S302 entry: fallback attributes 5b5b95c/v0.172.0, and that commit contains ZERO bare PC-S302 tokens (control same invocation: 2 PC-S302- slug tokens, BOTH ARCHIVED entries). SECOND HALF: prefix_entry_count reads $ENTRIES from $LEDGER alone - THE ARCHIVE IS INVISIBLE TO IT. 3 of 10 live prefixes are live==1 AND archive>=1, so the guard passes and the row asserts "unambiguous", which the measurement refutes. THE GUARD IS ANTI-MONOTONIC: every ledger-rotate run LOWERS the count and converts a correct AMBIGUOUS into a confidently-wrong single attribution
3719	CLOSE-CONFIRMED	Capture landed in BOTH hooks. .githooks/pre-push:222 and core/git-hooks/pre-push:272 both set FAILLOG_RECORD; both carry the per-worker capture, the RED-only copy plus dispatch order, and the path announcement. bab5a61 --stat touched BOTH hooks AND core/fixtures/consumer-suite-pool/run.sh in ONE commit. I66 HOLDS at HEAD: validate-enforcement-map.sh rc=0, no I66 line emitted. The consumer-suite-pool fixture drives the CONSUMER hook and ran 18/18 green incl. the RED-capture arm, the path-announcement arm, the ALL-GREEN CONTROL, and mutant M4 proving the verdict selector is what limits capture to red units
3749	CLOSE-CONFIRMED	RAN the shipping detector against the REAL consumer over the entry's own range: retired-layer-passage.sh emitted RETIRED-LAYER-PASSAGE on bug-investigation-push.md:92 - THE ENTRY'S OWN POSITIVE #2 AT THE EXACT PATH:LINE IT NAMED. Positive #1 was already repaired consumer-side before the pull. Both quiet paths now carry their denominator, which is the entry's closing sentence. NEARLY FILED A FALSE REFUTED HERE: the first grep used the wrong path prefix and returned "No such file" for BOTH positives - a two-file false zero that ONLY THE CONTROL CAUGHT
3787	CLOSE-NARROWED	Headline fixed: --post-apply exists, named at the call site and in the operator step; reconcile-blocking-list ran 10/10 green incl. its own control. Did NOT refute on optionality alone - the entry's suggested shape was disjunctive and the flag is the second disjunct. SURVIVING SUB-CLAIM, verbatim from ledger:3807-3809: the asymmetry argument. MEASURED on the live trees: post-apply with the pull's base, unregistered-drift.sh emits 5 CORE-AT-THEIRS rows - THE TELL SKILL.md:1189 EXPLICITLY NAMES - and hard-blockers.sh:97-98 filters to ^HARD- only and DISCARDS ALL FIVE, printing a bare "0 HARD blockers". Control: 0 rows with theirs as base, all 5 become CORE-OK. Identical shape to what this release just fixed for DRIFT-RANGE-DEGENERATE. Same wrapper, same filter, same class, ONE HALF DONE
