776	PC-S295-RETRO-PARALLEL-OPEN-COUNT-METHOD	NOT-UPSTREAM	n/a	LIVE	ai-dlc-skill	brief-annotation	no-receipt
798	PC-S295-RETRO-COLLAPSE-PAUSE-FLAG-AND-BOUNDED-JOIN	HOLDS-MECHANISM-WRONG	n/a	LIVE	validators	brief-annotation	no-receipt
821	PC-S296-H1-FIXTURE-CITATION-GAP	ALREADY-FIXED-v0.146.0	CLOSE-CONFIRMED	CLOSE	ai-dlc-skill	changelog-cite	-
860	PC-S296-REJECTION-CARRIES-UNRELATED-GAPS	HOLDS	n/a	LIVE	reconcile	changelog-cite	-
931	PC-S297-POOL-LOOP-SUBSHELL-TRAP-UNDOCUMENTED	HOLDS-MECHANISM-WRONG	n/a	LIVE	validators	changelog-cite	-
1030	validate-retro-prereq.sh → RETIRED (no stock equivalent).	NOT-UPSTREAM	n/a	LIVE	consumer-local	brief-annotation	no-pc-id+no-receipt
1045	PC-S297-FFCLUSTER-SHA-STALE	NOT-UPSTREAM	n/a	LIVE	layer-extensions	changelog-cite	-
1069	PC-S297-LOCKED-ANCHOR-VALIDATOR-VACUOUS	ALREADY-FIXED-v0.280.0	REFUTED	LIVE (close withdrawn)	validators	changelog-cite	-
1093	PC-S297-CHECK16-ELEMENT2-REGEX-DEAD	HOLDS-MECHANISM-WRONG	n/a	LIVE	validators	changelog-cite	-
1125	PC-S297-RETRO-MD-CLAIMS-NONEXISTENT-GHA-WORKFLOW	ALREADY-FIXED-93e05d3	CLOSE-CONFIRMED	CLOSE	ai-dlc-skill	changelog-cite	-
1136	PC-S297-PROVENANCE-FLAGLESS-FAIL-OPEN-BY-DEFAULT	HOLDS-WIDER	n/a	LIVE	validators	changelog-cite	-
1149	PC-S297-GUARDED-MERGE-PROVENANCE-INDIRECT-INVOCATION	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
1165	PC-S297-CHECK17-PRD-ARM-CONTRADICTS-RULE-20-BLOCK-PLACEMENT	HOLDS-WIDER	n/a	LIVE	ai-dlc-skill	changelog-cite	-
1215	PC-S297-LOCKED-FENCE-LAUNDERS-AGENT-PROSE	HOLDS	n/a	LIVE	validators	changelog-cite	-
1226	PC-S297-VALIDATOR-PASS-VS-NOTHING-TO-CHECK-CONVENTION	HOLDS-WIDER	n/a	LIVE	validators	changelog-cite	-
1240	PC-S297-LOCKED-ANCHOR-EXEMPTED-BY-SILENCE	ALREADY-FIXED-v0.280.0	REFUTED	LIVE (close withdrawn)	validators	changelog-cite	-
1254	PC-S297-VALIDATE-MANDATORY-RULES-CHECK3-CHECK4-DEAD	ALREADY-FIXED-v0.88.0	CLOSE-CONFIRMED	CLOSE	validators	changelog-cite	-
1269	PC-S297-CHECK16-SCOPE-AMBIGUITY	HOLDS	n/a	LIVE	ai-dlc-skill	changelog-cite	-
1305	PC-S297-RETRO-UPSTREAM-PM-AC-PRECISION	ALREADY-FIXED-v0.169.0	CLOSE-CONFIRMED	CLOSE	roles	changelog-cite	-
1346	PC-S297-RETRO-OVERRIDES-F1F2F3F6	HOLDS-WIDER	n/a	LIVE	ai-dlc-skill	changelog-cite	-
1361	PC-S297-GATE-PROCEDURES-DISPATCH-NOT-MANDATED-BACKGROUND	HOLDS-MECHANISM-WRONG	n/a	LIVE	ai-dlc-skill	changelog-cite	-
1381	PC-S297-VALIDATE-STEERING-BUDGET-TRANSCRIPT-PROVENANCE	HOLDS-WIDER	n/a	LIVE	validators	changelog-cite	-
1406	PC-S299-UNREGISTERED-DRIFT-SCAN-SKIPS-CORE-FIXTURES-AND-CORE-SCRIPTS	DUPLICATE-OF-PC-S303-UNREG	CLOSE-CONFIRMED	CLOSE	reconcile	changelog-cite	-
1449	PC-S299-LEDGER-REVERIFY-SIGPIPE-FALSE-ABSENT	ALREADY-FIXED-v0.147.1	CLOSE-NARROWED	CLOSE + file the sub-claim	reconcile	changelog-cite	-
1543	PC-S299-READOPT-DOSSIER-RENDERS-REASON-EMPTY	ALREADY-FIXED-v0.150.1	CLOSE-NARROWED	CLOSE + file the sub-claim	reconcile	changelog-cite	-
1571	PC-S299-UPSTREAM-SHIPS-TWO-REVIEW-VERDICT-VOCABULARIES	HOLDS-MECHANISM-WRONG	n/a	LIVE	ai-dlc-skill	changelog-cite	-
1597	PC-S299-LEDGER-REVERIFY-MISATTRIBUTES-ABSORBING-VERSION	ALREADY-FIXED-v0.152.0	REFUTED	LIVE (close withdrawn)	reconcile	changelog-cite	-
1622	PC-S299-PREPUSH-NONREPRODUCING-FAIL	HOLDS-MECHANISM-WRONG	n/a	LIVE	fixtures	changelog-cite	-
1757	PC-S303-UNREGISTERED-DRIFT-SCANS-FIVE-OF-TEN-CORE-SUBTREES	FALSIFIED	CLOSE-CONFIRMED	CLOSE	reconcile	changelog-cite	-
1862	PC-S298-WAIT-FOR-DELIVERABLE-NO-PROGRESS-EVIDENCE	ALREADY-FIXED-v0.168.0	CLOSE-NARROWED	CLOSE + file the sub-claim	ai-dlc-skill	changelog-cite	-
1977	PC-S304-APPLY-SH-RESTAMPS-BEFORE-THE-WORKLIST-IS-DONE	HOLDS-MECHANISM-WRONG	n/a	LIVE	reconcile	changelog-cite	-
2028	4b. Operator-steerability audit, then flow-log rotation (Rule 29 / Rule 25(c))	ALREADY-FIXED-v0.180.0	CLOSE-CONFIRMED	CLOSE	reconcile	brief-annotation	no-pc-id+no-receipt
2101	PC-S307-MACHINE-AUDITS-IS-A-CHILD-OF-4A-SO-EVERY-4A-SHADOW-SWALLOWS-IT	HOLDS	n/a	LIVE	ai-dlc-skill	changelog-cite	-
2170	PC-S308-SELF-UPDATE-INSTALLS-THE-VALIDATOR-THAT-BLOCKS-ITS-OWN-PUSH	ALREADY-FIXED-v0.185.0	CLOSE-CONFIRMED	CLOSE	update-skill	changelog-cite	-
2231	PC-S311-ENTRY-SWALLOWED-DETAIL-EMITS-A-LITERAL-BACKSLASH-U-ESCAPE-SO-A-VERBATIM-PASTE-FAILS-VERIFY	HOLDS	n/a	LIVE	reconcile	changelog-cite	-
2306	PC-S312-RETRO-REPLAY-HARNESS-NOT-ABSORBED-BY-DRIVABILITY	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2341	PC-S312-SPRINT-STATUS-CHECK-STORIES-COVERS-ONE-FIELD-OF-FIVE	HOLDS-MECHANISM-WRONG	n/a	LIVE	validators	changelog-cite	-
2372	PC-S312-TRUNK-PUSH-DECLINES-TO-POLICE-THE-TRUNK	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2411	PC-S312-PROTECTED-CORE-PATHS-STAYS-RETIRED	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2436	PC-S312-MUTATION-RED-ANCHOR-STAYS-RETIRED	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2465	PC-S312-STRAY-SCAN-ARM-STAYS-RETIRED	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2492	PC-S312-STRAYS-DOES-NOT-NORMALIZE-AN-ABSOLUTE-PATH	HOLDS	n/a	LIVE	validators	changelog-cite	-
2546	PC-S312-S239-1-HARDENING-CALLS-PRE-RELOCATION-PATHS	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2576	PC-S312-FIXTURE-PROVENANCE-ARM-HAS-NO-LIVE-DRIVER	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2598	PC-S312-EXPECTED-VALIDATORS-WORD-SPLIT-EXCLUDES-FLAGS	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2630	PC-S312-PR-CLASS-TEST-A6-A7-ARE-UNREACHABLE	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2655	PC-S312-FIX-FORWARD-CLASS-GATES-ON-NO-VALIDATOR	NOT-UPSTREAM	n/a	LIVE	consumer-local	changelog-cite	-
2680	PC-S300-CYCLE-STATE-RESOLVED-UNREACHABLE-FOR-A-STALLED-TERMINAL-PASS	ALREADY-FIXED-v0.247.0	CLOSE-CONFIRMED	CLOSE	validators	changelog-cite	-
2785	PC-S300-RESOLUTION-RECORD-CITATION-CANNOT-OUTLIVE-ITS-SESSION	HOLDS	n/a	LIVE	validators	changelog-cite	-
2957	PC-S313-LEDGER-ROTATE-SPLITS-AN-ENTRY-AT-A-BOLD-ANNOTATION	HOLDS	n/a	LIVE	reconcile	changelog-cite	-
3244	PC-S316-LEDGER-REVERIFY-EXITS-0-SILENTLY-ON-AN-UNREADABLE-LEDGER-PATH	ALREADY-FIXED-v0.301.0	CLOSE-CONFIRMED	CLOSE	reconcile	changelog-cite	-
3287	PC-S302-ADJUDICATION-RERUN-BASE-DISARMS-LC-A1	ALREADY-FIXED-v0.303.0	CLOSE-CONFIRMED	CLOSE	update-skill	changelog-cite	-
3336	PC-S314-APPLY-SH-OVERWRITES-ITSELF-MID-RUN-UNDER-DEFER	ALREADY-FIXED-v0.316.0	CLOSE-CONFIRMED	CLOSE	reconcile	changelog-cite	-
3375	PC-S314-NO-DETECTOR-CLAIMS-A-LAYER-FILE-CITING-A-PATH-THE-PULL-JUST-RETIRED	ALREADY-FIXED-v0.333.0	CLOSE-NARROWED	CLOSE + file the sub-claim	layer-extensions	changelog-cite	-
3647	PC-S330-LEDGER-ROTATE-STUCK-SET-CONTRADICTS-THE-SKIP-RULE-IT-CITES	HOLDS-MECHANISM-WRONG	n/a	LIVE	reconcile	changelog-cite	-
3719	PC-S302-FIXTURE-SUITE-POOL-PRODUCES-AN-UNREPRODUCIBLE-FAIL-AND-THE-EVIDENCE-IS-DELETED-WITH-THE-TEMP-DIR	ALREADY-FIXED-v0.367.0	CLOSE-CONFIRMED	CLOSE	fixtures	changelog-cite	-
3749	PC-S302-RETIRED-LAYER-CONTRACT-READS-CLEAN-OVER-TWO-REAL-POSITIVES	ALREADY-FIXED-v0.359.0	CLOSE-CONFIRMED	CLOSE	reconcile	changelog-cite	-
3787	PC-S302-HARD-BLOCKERS-HAS-NO-POST-APPLY-GUARD	ALREADY-FIXED-v0.367.0	CLOSE-NARROWED	CLOSE + file the sub-claim	reconcile	changelog-cite	-
3828	PC-S303-EFFORT-BINDING-COMMANDS-A-SLASH-COMMAND-THAT-RESOLVES-TO-NOTHING	ALREADY-FIXED-v0.367.0	CLOSE-NARROWED	CLOSE + file the sub-claim	hooks	changelog-cite	-
3881	PC-S330-PREPUSH-LEAKS-GIT_DIR-INTO-EVERY-FIXTURE-SANDBOX	HOLDS-WIDER	n/a	LIVE	fixtures	brief-annotation	no-pc-id
3918	PC-S330-STEP-2-HAS-NO-DISPOSITION-FOR-A-CONSUMER-MODIFIED-MACHINERY-PATH	HOLDS-MECHANISM-WRONG	n/a	LIVE	update-skill	changelog-cite	-
3980	PC-S330-A-CONTRADICTS-CORE-VERDICT-EXPIRES-LIKE-A-READING-AND-STOPS-BEING-SURFACED	ALREADY-FIXED-v0.369.0	REFUTED	LIVE (close withdrawn)	layer-extensions	changelog-cite	-
4216	PC-S303-POSTCOMPACT-RECOVERY-MANDATE-HAS-NO-STATED-EXCEPTION	ALREADY-FIXED-v0.372.0	REFUTED	LIVE (close withdrawn)	hooks	brief-annotation	no-receipt
4258	PC-S331-APPLY-SH-CO-EMITS-READOPT-AND-RETIRE-FOR-ONE-SUBJECT-AS-IF-BOTH-WERE-OWED	HOLDS	n/a	LIVE	reconcile	changelog-cite	-
4313	PC-S303-BUDGET-CHECK-EVIDENCE-FIND-PICKS-A-STALE-GATE-LOG	HOLDS-WIDER	n/a	LIVE	validators	brief-annotation	no-receipt
3018	PC-S314-PRECLASSIFY-BUCKETS-A-MODE-ONLY-CHANGE-AS-UPSTREAM-ONLY-SO-THE-SELF-UPDATE-CANNOT-TERMINATE	HOLDS	n/a	LIVE	reconcile	changelog-cite	-
3088	PC-S315-EMIT-REPORT-REGION-OMITS-THREE-MANDATED-DETECTORS	HOLDS-WIDER	n/a	LIVE	reconcile	changelog-cite	-
3145	PC-S316-LEDGER-REVERIFY-DOES-NOT-NORMALIZE-CONSUMER-TO-AN-ABSOLUTE-PATH	ALREADY-FIXED-v0.301.0	CLOSE-CONFIRMED	CLOSE	reconcile	changelog-cite	-
3190	PC-S316-ABSORPTION-DETECTOR-JOINS-ONLY-ON-NUMBERED-ANCHORS	ALREADY-FIXED-v0.275.0	CLOSE-NARROWED	CLOSE + file the sub-claim	reconcile	changelog-cite	-
3413	PC-S318-SELF-UPDATE-SLICE-CANNOT-CARRY-THE-FIXTURE-FIX-THAT-UNBLOCKS-ITS-OWN-PUSH	HOLDS	n/a	LIVE	update-skill	changelog-cite	-
3464	PC-S319-SUBJECT-DIGEST-IS-UNREADABLE-ONCE-ITS-OWN-ROW-STOPS-BLOCKING	ALREADY-FIXED-v0.331.0	CLOSE-NARROWED	CLOSE + file the sub-claim	reconcile	changelog-cite	-
3507	PC-S328-NAMED-UPSTREAM-JOINS-ON-THE-FULL-SLUG-WHILE-UPSTREAM-CITES-THE-SHORT-ID	ALREADY-FIXED-v0.329.0	CLOSE-NARROWED	CLOSE + file the sub-claim	reconcile	changelog-cite	-
3595	PC-S329-NAMED-UPSTREAM-DETAIL-INSTRUCTS-THE-CLOSE-ITS-OWN-STATUS-FORBIDS	HOLDS-MECHANISM-WRONG	n/a	LIVE	update-skill	changelog-cite	-
4052	PC-S333-SETTINGS-MERGE-CHECK-READS-AN-EMPTY-TEMPLATE-AS-A-VERDICT	HOLDS-WIDER	n/a	LIVE	reconcile	changelog-cite	-
4096	PC-S333-SKILL-RENDERS-THE-THEIRS-REF-UNQUOTED-AND-ZSH-EATS-IT	HOLDS-WIDER	n/a	LIVE	update-skill	changelog-cite	-
4153	PC-S303-BUDGET-SCRIPT-PASS-LINE-UNCONDITIONAL	ALREADY-FIXED-v0.372.0	CLOSE-NARROWED	CLOSE + file the sub-claim	validators	brief-annotation	no-receipt
4184	PC-S303-RETRO-NO-CLOSE-RECORD-FOR-RESET-OR-ABANDONED-SPRINTS	ALREADY-FIXED-v0.372.0	REFUTED	LIVE (close withdrawn)	validators	brief-annotation	no-receipt
