297	scripts/validate-provenance-block.sh	ALREADY-FIXED-v0.128.0	validators	NO-PC-ID
302	scripts/validate-provenance-block.sh	ALREADY-FIXED-v0.60.0	validators	NO-PC-ID
305	scripts/scan-stray-provenance.sh	ALREADY-FIXED-v0.198.0	validators	NO-PC-ID
316	Decision-branch execution-coverage for sprint-review §3 "Fix and	HOLDS-WIDER	ai-dlc-skill	NO-PC-ID
334	layer-drift.sh EXTENSION-RESTATES-CORE matches on section number + title,	HOLDS-MECHANISM-WRONG	reconcile	NO-PC-ID
349	S295 retro-batch closures (restructured 2026-07-22, story-296-6).	NOT-UPSTREAM-scaffolding	consumer-local	NO-PC-ID
351	PC-S295-RETRO-STEERING-AUDIT-SESSION-SCOPED	ALREADY-FIXED-v0.117.0	ai-dlc-skill	PC-ID
387	PC-S295-FLOWLOG-HEADER-LEGEND-IS-GREPPABLE-AS-DATA	ALREADY-FIXED-v0.117.0	hooks	PC-ID
436	PC-S295-RETRO-STEP5C-DEADLOCK-ON-DEFERRED-RED	HOLDS-WIDER	ai-dlc-skill	PC-ID
510	PC-S295-RETRO-CHECK5-SELF-REFERENTIAL	HOLDS	ai-dlc-skill	PC-ID
553	PC-S295-RETRO-LEAD-SOLO-EVAL-LLM-CHECK	FALSIFIED	ai-dlc-skill	PC-ID
577	PC-S295-RETRO-RED-SMOKE-CROSSING-SPRINT-BOUNDARY	HOLDS-WIDER	ai-dlc-skill	PC-ID
610	PC-S295-RETRO-RULE18-STABLE-IDENTIFIER-TAGS	DUPLICATE-OF-pin177	ai-dlc-skill	PC-ID
638	steps/gate-validation.md Check 25 has no remediation path for arm B	ALREADY-FIXED-v0.111.0	ai-dlc-skill	NO-PC-ID
654	PC-S296-ESCALATION-STATUS-APPENDS-INSTEAD-OF-REPLACING	HOLDS-MECHANISM-WRONG	validators	PC-ID
673	PC-S296-H2-ATTESTED-ANCHOR-DEFEATED-BY-BACKTICKS	HOLDS-WIDER	validators	PC-ID
687	PC-S296-SNAPSHOT-BUDGET-UNENFORCED-AT-GATES	FALSIFIED	validators	PC-ID
701	PC-S296-PIPELINE-POSITION-MUST-BE-EDITED-IN-PLACE	HOLDS-MECHANISM-WRONG	hooks	PC-ID
715	PC-S296-DEPLOY-VALIDATE-NA-RITUAL	FALSIFIED	ai-dlc-skill	PC-ID
728	PC-S296-PAUSE-SKIP-ARM-MISSES-TASK-NOTIFICATIONS	ALREADY-FIXED-v0.265.0	hooks	PC-ID
776	PC-S295-RETRO-PARALLEL-OPEN-COUNT-METHOD	NOT-UPSTREAM	ai-dlc-skill	PC-ID
798	PC-S295-RETRO-COLLAPSE-PAUSE-FLAG-AND-BOUNDED-JOIN	HOLDS-MECHANISM-WRONG	validators	PC-ID
821	PC-S296-H1-FIXTURE-CITATION-GAP	ALREADY-FIXED-v0.146.0	ai-dlc-skill	PC-ID
860	PC-S296-REJECTION-CARRIES-UNRELATED-GAPS	HOLDS	reconcile	PC-ID
931	PC-S297-POOL-LOOP-SUBSHELL-TRAP-UNDOCUMENTED	HOLDS-MECHANISM-WRONG	validators	PC-ID
1030	validate-retro-prereq.sh → RETIRED (no stock equivalent).	NOT-UPSTREAM	consumer-local	NO-PC-ID
1045	PC-S297-FFCLUSTER-SHA-STALE	NOT-UPSTREAM	layer-extensions	PC-ID
1069	PC-S297-LOCKED-ANCHOR-VALIDATOR-VACUOUS	ALREADY-FIXED-v0.280.0	validators	PC-ID
1093	PC-S297-CHECK16-ELEMENT2-REGEX-DEAD	HOLDS-MECHANISM-WRONG	validators	PC-ID
1125	PC-S297-RETRO-MD-CLAIMS-NONEXISTENT-GHA-WORKFLOW	ALREADY-FIXED-93e05d3	ai-dlc-skill	PC-ID
1136	PC-S297-PROVENANCE-FLAGLESS-FAIL-OPEN-BY-DEFAULT	HOLDS-WIDER	validators	PC-ID
1149	PC-S297-GUARDED-MERGE-PROVENANCE-INDIRECT-INVOCATION	NOT-UPSTREAM	consumer-local	PC-ID
1165	PC-S297-CHECK17-PRD-ARM-CONTRADICTS-RULE-20-BLOCK-PLACEMENT	HOLDS-WIDER	ai-dlc-skill	PC-ID
1215	PC-S297-LOCKED-FENCE-LAUNDERS-AGENT-PROSE	HOLDS	validators	PC-ID
1226	PC-S297-VALIDATOR-PASS-VS-NOTHING-TO-CHECK-CONVENTION	HOLDS-WIDER	validators	PC-ID
1240	PC-S297-LOCKED-ANCHOR-EXEMPTED-BY-SILENCE	ALREADY-FIXED-v0.280.0	validators	PC-ID
1254	PC-S297-VALIDATE-MANDATORY-RULES-CHECK3-CHECK4-DEAD	ALREADY-FIXED-v0.88.0	validators	PC-ID
1269	PC-S297-CHECK16-SCOPE-AMBIGUITY	HOLDS	ai-dlc-skill	PC-ID
1305	PC-S297-RETRO-UPSTREAM-PM-AC-PRECISION	ALREADY-FIXED-v0.169.0	roles	PC-ID
1346	PC-S297-RETRO-OVERRIDES-F1F2F3F6	HOLDS-WIDER	ai-dlc-skill	PC-ID
1361	PC-S297-GATE-PROCEDURES-DISPATCH-NOT-MANDATED-BACKGROUND	HOLDS-MECHANISM-WRONG	ai-dlc-skill	PC-ID
1381	PC-S297-VALIDATE-STEERING-BUDGET-TRANSCRIPT-PROVENANCE	HOLDS-WIDER	validators	PC-ID
1406	PC-S299-UNREGISTERED-DRIFT-SCAN-SKIPS-CORE-FIXTURES-AND-CORE-SCRIPTS	DUPLICATE-OF-PC-S303-UNREG	reconcile	PC-ID
1449	PC-S299-LEDGER-REVERIFY-SIGPIPE-FALSE-ABSENT	ALREADY-FIXED-v0.147.1	reconcile	PC-ID
1543	PC-S299-READOPT-DOSSIER-RENDERS-REASON-EMPTY	ALREADY-FIXED-v0.150.1	reconcile	PC-ID
1571	PC-S299-UPSTREAM-SHIPS-TWO-REVIEW-VERDICT-VOCABULARIES	HOLDS-MECHANISM-WRONG	ai-dlc-skill	PC-ID
1597	PC-S299-LEDGER-REVERIFY-MISATTRIBUTES-ABSORBING-VERSION	ALREADY-FIXED-v0.152.0	reconcile	PC-ID
1622	PC-S299-PREPUSH-NONREPRODUCING-FAIL	HOLDS-MECHANISM-WRONG	fixtures	PC-ID
1757	PC-S303-UNREGISTERED-DRIFT-SCANS-FIVE-OF-TEN-CORE-SUBTREES	FALSIFIED	reconcile	PC-ID
1862	PC-S298-WAIT-FOR-DELIVERABLE-NO-PROGRESS-EVIDENCE	ALREADY-FIXED-v0.168.0	ai-dlc-skill	PC-ID
1977	PC-S304-APPLY-SH-RESTAMPS-BEFORE-THE-WORKLIST-IS-DONE	HOLDS-MECHANISM-WRONG	reconcile	PC-ID
2028	4b. Operator-steerability audit, then flow-log rotation (Rule 29 / Rule 25(c))	ALREADY-FIXED-v0.180.0	reconcile	NO-PC-ID
2101	PC-S307-MACHINE-AUDITS-IS-A-CHILD-OF-4A-SO-EVERY-4A-SHADOW-SWALLOWS-IT	HOLDS	ai-dlc-skill	PC-ID
2170	PC-S308-SELF-UPDATE-INSTALLS-THE-VALIDATOR-THAT-BLOCKS-ITS-OWN-PUSH	ALREADY-FIXED-v0.185.0	update-skill	PC-ID
2231	PC-S311-ENTRY-SWALLOWED-DETAIL-EMITS-A-LITERAL-BACKSLASH-U-ESCAPE-SO-A-VERBATIM-PASTE-FAILS-VERIFY	HOLDS	reconcile	PC-ID
2306	PC-S312-RETRO-REPLAY-HARNESS-NOT-ABSORBED-BY-DRIVABILITY	NOT-UPSTREAM	consumer-local	PC-ID
2341	PC-S312-SPRINT-STATUS-CHECK-STORIES-COVERS-ONE-FIELD-OF-FIVE	HOLDS-MECHANISM-WRONG	validators	PC-ID
2372	PC-S312-TRUNK-PUSH-DECLINES-TO-POLICE-THE-TRUNK	NOT-UPSTREAM	consumer-local	PC-ID
2411	PC-S312-PROTECTED-CORE-PATHS-STAYS-RETIRED	NOT-UPSTREAM	consumer-local	PC-ID
2436	PC-S312-MUTATION-RED-ANCHOR-STAYS-RETIRED	NOT-UPSTREAM	consumer-local	PC-ID
2465	PC-S312-STRAY-SCAN-ARM-STAYS-RETIRED	NOT-UPSTREAM	consumer-local	PC-ID
2492	PC-S312-STRAYS-DOES-NOT-NORMALIZE-AN-ABSOLUTE-PATH	HOLDS	validators	PC-ID
2546	PC-S312-S239-1-HARDENING-CALLS-PRE-RELOCATION-PATHS	NOT-UPSTREAM	consumer-local	PC-ID
2576	PC-S312-FIXTURE-PROVENANCE-ARM-HAS-NO-LIVE-DRIVER	NOT-UPSTREAM	consumer-local	PC-ID
2598	PC-S312-EXPECTED-VALIDATORS-WORD-SPLIT-EXCLUDES-FLAGS	NOT-UPSTREAM	consumer-local	PC-ID
2630	PC-S312-PR-CLASS-TEST-A6-A7-ARE-UNREACHABLE	NOT-UPSTREAM	consumer-local	PC-ID
2655	PC-S312-FIX-FORWARD-CLASS-GATES-ON-NO-VALIDATOR	NOT-UPSTREAM	consumer-local	PC-ID
2680	PC-S300-CYCLE-STATE-RESOLVED-UNREACHABLE-FOR-A-STALLED-TERMINAL-PASS	ALREADY-FIXED-v0.247.0	validators	PC-ID
2785	PC-S300-RESOLUTION-RECORD-CITATION-CANNOT-OUTLIVE-ITS-SESSION	HOLDS	validators	PC-ID
2957	PC-S313-LEDGER-ROTATE-SPLITS-AN-ENTRY-AT-A-BOLD-ANNOTATION	HOLDS	reconcile	PC-ID
3244	PC-S316-LEDGER-REVERIFY-EXITS-0-SILENTLY-ON-AN-UNREADABLE-LEDGER-PATH	ALREADY-FIXED-v0.301.0	reconcile	PC-ID
3287	PC-S302-ADJUDICATION-RERUN-BASE-DISARMS-LC-A1	ALREADY-FIXED-v0.303.0	update-skill	PC-ID
3336	PC-S314-APPLY-SH-OVERWRITES-ITSELF-MID-RUN-UNDER-DEFER	ALREADY-FIXED-v0.316.0	reconcile	PC-ID
3375	PC-S314-NO-DETECTOR-CLAIMS-A-LAYER-FILE-CITING-A-PATH-THE-PULL-JUST-RETIRED	ALREADY-FIXED-v0.333.0	layer-extensions	PC-ID
3647	PC-S330-LEDGER-ROTATE-STUCK-SET-CONTRADICTS-THE-SKIP-RULE-IT-CITES	HOLDS-MECHANISM-WRONG	reconcile	PC-ID
3719	PC-S302-FIXTURE-SUITE-POOL-PRODUCES-AN-UNREPRODUCIBLE-FAIL-AND-THE-EVIDENCE-IS-DELETED-WITH-THE-TEMP-DIR	ALREADY-FIXED-v0.367.0	fixtures	PC-ID
3749	PC-S302-RETIRED-LAYER-CONTRACT-READS-CLEAN-OVER-TWO-REAL-POSITIVES	ALREADY-FIXED-v0.359.0	reconcile	PC-ID
3787	PC-S302-HARD-BLOCKERS-HAS-NO-POST-APPLY-GUARD	ALREADY-FIXED-v0.367.0	reconcile	PC-ID
3828	PC-S303-EFFORT-BINDING-COMMANDS-A-SLASH-COMMAND-THAT-RESOLVES-TO-NOTHING	ALREADY-FIXED-v0.367.0	hooks	PC-ID
3881	PC-S330-PREPUSH-LEAKS-GIT_DIR-INTO-EVERY-FIXTURE-SANDBOX	HOLDS-WIDER	fixtures	NO-PC-ID
3918	PC-S330-STEP-2-HAS-NO-DISPOSITION-FOR-A-CONSUMER-MODIFIED-MACHINERY-PATH	HOLDS-MECHANISM-WRONG	update-skill	PC-ID
3980	PC-S330-A-CONTRADICTS-CORE-VERDICT-EXPIRES-LIKE-A-READING-AND-STOPS-BEING-SURFACED	ALREADY-FIXED-v0.369.0	layer-extensions	PC-ID
4216	PC-S303-POSTCOMPACT-RECOVERY-MANDATE-HAS-NO-STATED-EXCEPTION	ALREADY-FIXED-v0.372.0	hooks	PC-ID
4258	PC-S331-APPLY-SH-CO-EMITS-READOPT-AND-RETIRE-FOR-ONE-SUBJECT-AS-IF-BOTH-WERE-OWED	HOLDS	reconcile	PC-ID
4313	PC-S303-BUDGET-CHECK-EVIDENCE-FIND-PICKS-A-STALE-GATE-LOG	HOLDS-WIDER	validators	PC-ID
3018	PC-S314-PRECLASSIFY-BUCKETS-A-MODE-ONLY-CHANGE-AS-UPSTREAM-ONLY-SO-THE-SELF-UPDATE-CANNOT-TERMINATE	HOLDS	reconcile	PC-ID
3088	PC-S315-EMIT-REPORT-REGION-OMITS-THREE-MANDATED-DETECTORS	HOLDS-WIDER	reconcile	PC-ID
3145	PC-S316-LEDGER-REVERIFY-DOES-NOT-NORMALIZE-CONSUMER-TO-AN-ABSOLUTE-PATH	ALREADY-FIXED-v0.301.0	reconcile	PC-ID
3190	PC-S316-ABSORPTION-DETECTOR-JOINS-ONLY-ON-NUMBERED-ANCHORS	ALREADY-FIXED-v0.275.0	reconcile	PC-ID
3413	PC-S318-SELF-UPDATE-SLICE-CANNOT-CARRY-THE-FIXTURE-FIX-THAT-UNBLOCKS-ITS-OWN-PUSH	HOLDS	update-skill	PC-ID
3464	PC-S319-SUBJECT-DIGEST-IS-UNREADABLE-ONCE-ITS-OWN-ROW-STOPS-BLOCKING	ALREADY-FIXED-v0.331.0	reconcile	PC-ID
3507	PC-S328-NAMED-UPSTREAM-JOINS-ON-THE-FULL-SLUG-WHILE-UPSTREAM-CITES-THE-SHORT-ID	ALREADY-FIXED-v0.329.0	reconcile	PC-ID
3595	PC-S329-NAMED-UPSTREAM-DETAIL-INSTRUCTS-THE-CLOSE-ITS-OWN-STATUS-FORBIDS	HOLDS-MECHANISM-WRONG	update-skill	PC-ID
4052	PC-S333-SETTINGS-MERGE-CHECK-READS-AN-EMPTY-TEMPLATE-AS-A-VERDICT	HOLDS-WIDER	reconcile	PC-ID
4096	PC-S333-SKILL-RENDERS-THE-THEIRS-REF-UNQUOTED-AND-ZSH-EATS-IT	HOLDS-WIDER	update-skill	PC-ID
4153	PC-S303-BUDGET-SCRIPT-PASS-LINE-UNCONDITIONAL	ALREADY-FIXED-v0.372.0	validators	PC-ID
4184	PC-S303-RETRO-NO-CLOSE-RECORD-FOR-RESET-OR-ABANDONED-SPRINTS	ALREADY-FIXED-v0.372.0	validators	PC-ID
